mu sigma
2.256475063995656 4.77440475098108
3.2014269621960496 4.685541729712591
3.0235679746012134 4.424263803722972
2.2635054772335454 4.789124264754631
3.167709834778506 4.5685391792800285
2.249314953940853 4.732020159080717
2.2487221197780354 4.727606545577123
3.1365241930975953 4.854072654907635
2.8098815227106018 4.355503752076315
2.8593498631055505 4.364719765514938
3.0411092940879363 4.934683587258327
3.1329352894145246 4.854309133691952
2.5525018518692812 4.998294226061957
3.174416648907714 4.59497657140223
2.4692759067566765 4.4049540902805315
2.2947547225375247 4.828643445986192
2.9011346383166927 4.378134995662954
2.5909522987639018 4.365968372971589
2.257888026730101 4.7435607300870934
2.560290266722988 4.3735648427664096
3.079321456756172 4.9028801443641505
3.0824427510568118 4.47515346669946
3.0136223462037384 4.946526241715441
2.396371570199327 4.449300832095756
2.588040276763994 5.002149291205727
2.7954704676684115 5.0115943312579425
2.2561051977742776 4.712995442231424
2.3049175328899145 4.835657652286739
2.256571374520508 4.709591618068986
2.712424631155725 4.35613963466286
3.1682534972961234 4.600604721115784
2.7967575667144287 5.008051958058402
3.0934160899218073 4.4920013089535535
3.027807200384766 4.93153366914179
2.282289204704911 4.788852529133774
3.170671858830896 4.763765914290417
2.260501139382119 4.695010820362425
2.419449747740133 4.932548785086558
2.2857594884208887 4.581752875276516
3.1720963347293396 4.755646054535862
3.127944162830354 4.534473443469203
3.1818684602221263 4.685683056094663
3.1713461978563053 4.753017826818129
2.8417004511772985 4.99764990913217
2.281909589915249 4.7772579756828435
2.909852720807934 4.979739682536751
3.1296512297867807 4.83336046554893
2.3849350229154824 4.904756603573732
3.0699296115602244 4.8953169070423534
2.379576230066596 4.899623996085256
2.310781622288681 4.547144918355469
3.1461090642118172 4.805419995706732
3.176047640883946 4.713364128939732
3.0819266477858243 4.8837995911672
2.7401152511873414 5.0058365724491
2.872821066197098 4.380905715489742
2.8786081980214124 4.38272934777776
2.3510779408004607 4.500708436198809
3.1755785437685735 4.676729236627097
3.0878251911375427 4.875387995716745
3.141528445797247 4.56743441288617
2.3720971725506166 4.888216402424984
2.668286076851494 5.0004534788268025
2.9234984768820955 4.399469807651494
2.4093424198047138 4.456049326472699
2.2852286235367587 4.609239039875951
2.716729558695303 4.365619491003835
2.382071370586435 4.477567028222642
2.3939026602612246 4.468397735363
2.619560849560531 4.374936960842685
3.136630995473771 4.566637327868917
2.308385099030852 4.806475173890826
2.2771281023218855 4.71561854799773
2.435553891011238 4.927128372081738
3.0660316560606438 4.485392779420017
3.1028498774738216 4.848908064759037
2.34307920026561 4.850847334788314
2.2816752178358968 4.726473068416928
2.278775926383881 4.692142365429865
3.1304246256696677 4.5663685829506155
3.007654637602121 4.922078699230748
2.323486051852099 4.818355958712358
2.6462323030014314 4.989255817520722
2.6210353972236815 4.380897032644969
2.4748066481673585 4.427496016812064
2.665389246907633 4.990192420567208
2.9585922316471702 4.423695733148328
3.121882536133798 4.8089991737369955
3.0498539203549253 4.8881633961993405
2.292881801277707 4.739633887341329
2.8498605896231046 4.976607389702226
2.9194507902209526 4.956650769934438
2.631040559153586 4.382945064146257
2.392887574978401 4.486356598820861
2.6802908029279884 4.986100788613171
3.115747598010863 4.561511658271304
2.4527359056475313 4.44568925716297
3.052860257034764 4.878437474073896
2.2946763200197755 4.657228708259268
2.910532879092936 4.95471328009879
2.975836153675997 4.439657109001088
2.7742518427922684 4.381657918936002
2.3330459434191173 4.809595545084797
2.5073341480404903 4.4214418156505975
2.3428048592719737 4.545227545398788
2.539247116502895 4.4099033540960395
2.4010773652902286 4.48556296835733
2.4179659146891574 4.472792267634286
2.8726488667829098 4.4007897981855235
2.7072292850463926 4.9816753494948
2.66132419953938 4.384857334918758
3.0848654618151805 4.530874350803149
2.8684362526673377 4.961402425420939
2.5949562816309757 4.966106269931249
3.0822471407101015 4.837235903370039
2.8335001122952432 4.967646463216254
2.30373749419449 4.706133130833118
2.342124945973338 4.5594771710655575
2.792503860422463 4.972982625702851
2.6368939513694976 4.391554140426285
2.5507996965980864 4.411667964440737
2.3297707456217625 4.786776686960269
2.8488142389387234 4.962953659118723
2.7582405706627524 4.38681769940551
3.138270617169399 4.663804581740212
2.8847620552801074 4.41032498962497
2.783653017545911 4.971311615495462
2.3759753967625885 4.842302529853807
2.9612174413010752 4.919387068754798
2.6837935687005654 4.971306368787412
3.107760290264861 4.581291867709847
2.4625745067765026 4.455951997593372
2.4082027157890846 4.870462118620361
2.3142512150123418 4.650932027580085
3.051970409015766 4.511590341605515
2.4399029334859113 4.891421755750998
2.344316124139139 4.7930291657910455
2.35845375761609 4.552216892706101
2.576616025705891 4.9499703598766045
3.0380284961903796 4.500780256794877
3.1282344125679264 4.699446431962992
2.481038639907612 4.913495711145206
3.090537801826505 4.56151796076339
2.6646642435820915 4.396385060987281
3.0569802140177265 4.843207401474534
2.3178357679330217 4.694993782992237
2.4583469565028375 4.897058417001628
3.1203924635501616 4.64298819084742
3.1056040534308686 4.767384995945911
3.063505656033589 4.830963037244441
3.0756066799564916 4.549337922880995
2.557466558783339 4.938594649250442
2.8573754309371595 4.414533728367224
2.3285213388470543 4.730936725683491
2.8440549425192745 4.947599466063669
2.6302711416026803 4.95335127589526
3.034572974052006 4.508291862491755
3.1021638471818926 4.762882257925442
2.4367751640000512 4.8758226688166895
2.829924145437827 4.410706058530801
2.332833244270044 4.729575247807122
2.348084621369922 4.595693601742301
2.646324918266874 4.951809315731273
3.0227611703561683 4.857460954019987
3.0992399654137293 4.751216637410172
2.346390800876036 4.756367559572283
3.0794373138162263 4.789390882892362
2.340861208475268 4.629396238632371
2.9068850998771145 4.439256204696932
2.4058720499776514 4.837868705885865
2.530687874193252 4.44238610893508
2.9422588209474383 4.902950511311545
2.6591117662138175 4.410229070497744
2.913701842575361 4.4436617314099625
3.1056679606309503 4.681316941883394
2.979005972529654 4.8811838287063605
3.10383855718553 4.703674033409392
2.338520100479681 4.678219001672498
2.7658127900440017 4.410013276486245
3.0849260930790083 4.603559689160117
2.345579708825689 4.707572278614394
2.843992108881432 4.425786108045335
3.080004994710743 4.596064432457158
2.3485143382601956 4.6408315215573515
2.4147913046306475 4.835142772185675
2.6944000144520537 4.944458580567294
3.0137899377575748 4.5110305320229935
2.4698377361735946 4.877839046754216
2.47588391613913 4.477873190572213
2.9340520534483767 4.8979976997659955
2.4855555071977253 4.885537425679139
2.4473139022610093 4.4988710822839035
2.9053365775898277 4.447703364121147
2.578977738316385 4.433823960008963
3.0755616654291362 4.59494802491506
2.7844728079500487 4.937766763363575
2.8841166723486955 4.441510572539938
2.5805645467972305 4.919961568240407
2.911849318428792 4.902382923152216
3.005206476669315 4.512383102188076
2.6935237175507316 4.937160945207523
2.4176567256209087 4.533542843949257
2.7124926257225686 4.936348664815037
2.3935545893154657 4.565222508753487
3.0331649234768965 4.544019931506219
2.4834211529070624 4.8738218088103835
3.074892246445554 4.616202450668378
2.3989906496240105 4.797920172297167
2.5574358050813633 4.448457020759422
2.3600087231705364 4.65693912959289
2.935273065710833 4.885556954720558
2.5388233764381956 4.899393350832262
3.034059773175379 4.809289212303661
2.43780679354992 4.520148079474877
2.7473169658574426 4.42226879419766
2.4768194552492435 4.49117656180027
2.956726348542657 4.871121384962718
3.013620171470888 4.53065110387417
2.4894779319338 4.484791835389216
2.4076260309644617 4.55673784842598
2.6372306854514713 4.4313273969871485
2.6275046705556218 4.433397803487235
3.05136824972098 4.582349889313091
2.401179692403262 4.789111840331051
2.620897329721146 4.917660739403252
2.6566763575489087 4.923616076816668
3.0139670845872812 4.53625207442268
2.677155883443598 4.925592449000369
2.3714342683416447 4.716114254513416
2.758748450743819 4.428450731401516
2.369229729730453 4.683083415948276
2.374541174369363 4.719875275103529
2.6973745017571944 4.925023645338348
2.4005171529430918 4.577514206577633
3.0682353194716354 4.720052453342888
2.5302579798089946 4.884895358081579
2.8098684382540036 4.436740574497043
3.0157520014991652 4.812714800712133
2.646921576462961 4.4348057443758435
2.7628050790296226 4.922274199629482
2.8429399360069714 4.908444614171891
3.0372319210975514 4.572967057980865
2.955108623082886 4.494136412191964
2.6397051034429446 4.916107881135584
2.6597282890998257 4.918898313892682
2.646764235224553 4.436118020570895
2.5087171905612853 4.482631282244938
3.062447705536495 4.727066612348928
2.4700859101539567 4.846633198443184
2.86036086972236 4.899380621606637
3.0469235727348574 4.755200756865189
2.9536204237820503 4.854612749089537
2.542254655098403 4.470987919044038
2.7172748088501137 4.91745523452623
3.0138905203377853 4.554196824195899
3.0214582493477105 4.79067277927249
3.042863499100537 4.7552758927217536
2.3835220312929333 4.6619428389590825
2.9520353315261447 4.852703066899578
2.3859550817558697 4.708789446996254
3.007366294274656 4.548743891281613
2.9216579056971224 4.483499537088543
2.4576478760617735 4.528660018267238
2.883221520682521 4.467001479574588
2.3863940184195016 4.700261262448989
2.409182919197008 4.7656620868166675
2.921476911908871 4.867936675193276
3.0571792092358967 4.663131815290738
2.780708230172211 4.909566958548601
2.966774149681863 4.514342621300349
2.4318733485549044 4.795947530700049
2.7028182375972594 4.439909508980628
3.0474872771576984 4.628915214985155
2.795659641002537 4.4464849483118645
2.699720458000142 4.4414636693822445
3.0456846874669323 4.627405389172267
3.0003023153891557 4.550355405001236
2.9267219429259135 4.492515752311677
2.8892290559840266 4.474981927521189
2.4421815994730722 4.800089002511488
2.995079687299494 4.546530681699101
2.420988927737992 4.7692306079869
2.534109441925877 4.485820778627533
2.607031475290615 4.4583458573391574
3.0013530257179735 4.797371298572347
3.01389403802017 4.780993037229249
2.462554484161508 4.8171611260959555
3.0414861722645763 4.630636461897545
2.950374590523192 4.512452012584883
2.63490898089505 4.453779701189411
3.0422133140456253 4.640136813932708
2.441534676639486 4.790156514461387
3.0336441154656684 4.617050570743884
2.431686618134003 4.775763847136629
2.8717094401414363 4.47420423031308
2.934099759824261 4.50551308867299
2.592234183401771 4.468214803777352
2.9583925267588933 4.827377846378471
2.5219598549947477 4.850067119071407
2.6949033834048604 4.898177469443798
2.4497852966087557 4.560578911169895
2.4069536202803277 4.703193267806633
2.9509434427303374 4.8304241162022645
2.4107458065474603 4.638452990468074
3.008852533387258 4.767842611658731
2.409166709230438 4.650348747691304
2.8535807800270523 4.472713281786866
2.4198681223470686 4.7378556686544995
2.6643835104431512 4.892958013446141
2.614799346411765 4.467642799280986
2.6198275315125152 4.881666013510411
2.867277564074082 4.868296577726682
2.4543652075223097 4.56505978595095
2.4243389760708838 4.617351973871853
2.9640159212955295 4.540326215873247
2.890305893180991 4.493515274356855
2.8308478061228266 4.875683716811908
2.749315622585314 4.888170699590585
2.9740234029408468 4.791584013190879
2.4247726084207466 4.706907911757657
2.9952863922660256 4.762798605703286
2.841475751151113 4.480031164536282
2.8107796363829474 4.472952659457191
2.9945237121795665 4.59254224782824
2.4333677291236837 4.723339807943315
3.0168203755971854 4.69373812498832
2.7229529077133674 4.882515359320857
2.871470700669092 4.493966590170212
2.6937588403544095 4.880466537731973
2.428993822028185 4.667232522103686
2.983698039933667 4.765637913935149
2.4725031443100374 4.567303855924767
2.4377729696229595 4.6280425227350195
2.6608847078244184 4.874789076309103
2.720557792485747 4.879023969281306
3.005550169273261 4.720272755100619
2.9506559849577405 4.800984805577226
2.7362164936944344 4.878281315109014
2.8810223206294285 4.844935913796221
3.008077049602915 4.645344517443067
2.983171398347404 4.5875643027868005
2.6622400982975467 4.872560215367708
2.702658788238052 4.876329342647146
2.9529326742083812 4.795286734406003
3.0095487736221815 4.669379274851372
2.584884900189752 4.85146641639775
2.8918887620489233 4.8365886877087405
2.493628508499679 4.552521679416154
2.9992765391875214 4.628512890152605
2.662354034571173 4.869973460800185
2.8371967377177025 4.4894460598766885
2.456344633188117 4.742541593899928
2.4936787289224585 4.7910658950393605
2.570736578773035 4.841393869067244
2.99379588686655 4.72308237154845
2.5246846950647956 4.531965632653663
2.8066118821860475 4.48353882250326
2.454186481274637 4.614659752499019
2.9947369461507694 4.718835611344423
2.9231524277687937 4.5365377253935275
2.8934248085161474 4.519773629025411
2.705760163009346 4.867388996972974
2.45110315548473 4.711116325978138
2.68462357851782 4.479175384825812
2.9524693803331656 4.56696429304817
2.4710277508000837 4.753170948941039
2.526601386856722 4.809198483861196
2.942237363961762 4.788091887127929
2.8950500264136982 4.522857946768657
2.610102219498356 4.495748003887808
2.7622318234787153 4.863021933110207
2.5212857370659365 4.80351597318572
2.8441496140969758 4.50062478392478
2.9560874122361733 4.769882287951772
2.9719533894216212 4.599597562386099
2.452331404309655 4.656959462222732
2.916945540778471 4.540765218538359
2.7435016546861464 4.86157383706267
2.6524660099853388 4.488584425814803
2.812205105005905 4.493341533766471
2.6574868509661935 4.856497864068336
2.9711261160246147 4.604379036401326
2.6508143846994385 4.4897453172667685
2.587137359234478 4.835644282175682
2.9341456205399927 4.787193579736022
2.8181157007991646 4.847383990398001
2.782367274104178 4.488948150150574
2.458084847269529 4.696057094302828
2.9871098112092245 4.674777116988778
2.826685439639363 4.499813068758684
2.679427015221325 4.856400249781211
2.6031657057750444 4.505123006504301
2.4924139384581365 4.581352188979057
2.9386398542865826 4.567125803390043
2.5018295410756926 4.571691478256569
2.781413157188173 4.491834129925354
2.724054097100775 4.856300095391699
2.484550245860389 4.596235982502883
2.5415287539889917 4.803682999411718
2.476336686095548 4.73096368181521
2.514321782533303 4.7818728552017635
2.8944437090578816 4.807911600047152
2.611814112739028 4.8362417054208
2.977258829033105 4.654060584394847
2.487018691081398 4.744500845534362
2.7262791360939524 4.491336081230209
2.961789412878394 4.732079114313758
2.9735088537743466 4.648011373731305
2.942266777872882 4.5837030127263585
2.8178287908994113 4.505707135767857
2.9157977813235245 4.786123903724012
2.47889704991119 4.626118726685559
2.964078370595068 4.624733148289149
2.964789915111346 4.717627946044685
2.4742063497439264 4.698880226994558
2.853870686090885 4.522693569721436
2.473489216735611 4.671305159053329
2.8706279071024183 4.809132868146791
2.671560576067991 4.840481711499326
2.6925864099099366 4.842665685181212
2.7291315601239905 4.4981271589706395
2.4832724717771946 4.708572022623468
2.659327619774478 4.837746676144435
2.538124508135616 4.558635690761147
2.787204287501666 4.836606554224538
2.9176781183233707 4.773464302459626
2.5322934125106706 4.778593966011982
2.6542024380325744 4.506642594027214
2.4814540297818386 4.689017080830028
2.9485602868132914 4.728639059385873
2.9525420532353435 4.719294181385859
2.9495126675636634 4.620695840503925
2.4960944767507596 4.6181703732147295
2.484823516891221 4.662027177754917
2.712900466480066 4.837232006618663
2.879695742163971 4.547291632350808
2.773062164750248 4.508076429589222
2.580736955577834 4.8023893485674165
2.816152435123361 4.821047807103708
2.5619108371082815 4.551360172221317
2.671520190439672 4.831116511703867
2.4954541443559126 4.689154047731537
2.912706658132855 4.7577963460849935
2.538440886070459 4.764049894125187
2.5529600391769947 4.776694559703118
2.6069485284034104 4.533087234538526
2.5158333009257117 4.73550104959786
2.8791865847548452 4.556583509060325
2.5157770635140198 4.608162160098573
2.7081932026770366 4.828138020901994
2.72676885949239 4.511907125088099
2.6225333613401673 4.811695900999426
2.912681663748238 4.588994558209728
2.499724717948433 4.675964943511554
2.9226803968865522 4.604620645411428
2.58541893416691 4.547836079069516
2.8882667201318437 4.568425990691043
2.775628790440507 4.519091186543191
2.845947849700508 4.798406549391073
2.5359076518292376 4.75248520715583
2.9402424827676916 4.672824860041117
2.903198072934759 4.756031103791305
2.9247714084749408 4.615799258599632
2.5244092064643686 4.612754817484362
2.758085206334448 4.520939218116238
2.9154070541407773 4.607771675577783
2.9319670110774587 4.650928386816814
2.5508681217841023 4.581775710609349
2.5260986731231094 4.724069713819061
2.524708880105565 4.7207989305309574
2.905076689423394 4.598610270240409
2.83642666161923 4.546125468598655
2.6606711226585196 4.528439330022079
2.5174344840020453 4.642379661304025
2.822114556678892 4.544098008186681
2.8291591457644056 4.7913153330916565
2.5354645285128 4.726575241685616
2.9019102438416833 4.735174055569805
2.8950484165159014 4.595779735331774
2.810016523796723 4.541125172631873
2.8570456010749226 4.773848520935767
2.811760174658497 4.795746803401383
2.5440752750705524 4.732423831580453
2.5436576112947673 4.727855429879366
2.5475262809072112 4.6083544351689145
2.675316583072274 4.802110749229124
2.541431944461066 4.719351857962603
2.9127543185237217 4.690055045399493
2.9079498457934125 4.6336641929112385
2.5623409853226797 4.594985152067745
2.530954519305178 4.672501769618823
2.5759511524778067 4.582636747199776
2.539954651161045 4.631157653584062
2.808078219853163 4.786559551086583
2.822532946454641 4.560453947068891
2.6389768226865167 4.553633161819312
2.647954256742068 4.550733731835191
2.7038021374048 4.796636896700856
2.6716990758146486 4.545285399988522
2.6159245455745816 4.566689253018148
2.847969149400483 4.758037655215447
2.888310876646292 4.623826566155978
2.5588167062981997 4.716364165583354
2.5486176921634494 4.65411911305443
2.7874113899130255 4.554736970078891
2.553784193460017 4.6417143120048365
2.8440408555089656 4.75403480555849
2.623751015371561 4.569174475053089
2.7735685288077354 4.783033252977164
2.8806553979380816 4.7093578272814
2.889059124136555 4.680769728419799
2.6034865101842386 4.752675749215374
2.6136023219882443 4.578107590853063
2.60911976406566 4.754376060480018
2.5991774187880567 4.746427218654328
2.782303196245625 4.77575706622906
2.8139940900517697 4.761882365466737
2.8693719353205536 4.625780915701703
2.591573823344797 4.733099594079679
2.8802518368056047 4.677837244369084
2.839700555676679 4.743546892928475
2.8638067314170357 4.71795009639826
2.87353086712717 4.637226625896203
2.731200317636135 4.778916797457823
2.8122282208505336 4.5793907861418495
2.590566681853492 4.610888822341643
2.6422701915374116 4.5750154648055945
2.606428617072485 4.597966168330321
2.770006582643347 4.765234453262056
2.7743712199273567 4.573236151576866
2.7308847967120005 4.767091175346495
2.716350273045869 4.766046642384876
2.833764464346864 4.609639694090897
2.676765187691132 4.757290826470619
2.6593113739815304 4.58291649804318
2.59817424442341 4.6310631791024734
2.7212010420325856 4.572957534254211
2.736365275161825 4.759469767513415
2.841219055467813 4.699629080599596
2.615346641544055 4.71573012829193
2.8125824200099707 4.6070904271110225
2.798466986895213 4.598624789945645
2.7021111213946476 4.581303362769497
2.6843404811783116 4.748991319283301
2.814580854895695 4.612597188987146
2.79608912211964 4.733890459257287
2.7252823017317445 4.58224266876923
2.6910161443578176 4.7483549841121935
2.837440986737037 4.64897790616261
2.8317446737149945 4.636268968103736
2.6659292624923907 4.7386281972438935
2.7323506493318765 4.747179909886806
2.64207091678925 4.609297990076259
2.6922926217192233 4.742531292866646
2.810787437970032 4.624057480173173
2.814760462849571 4.6299826482691975
2.6271157676609196 4.63611996784571
2.8172904137090455 4.646993402523493
2.7404932647376508 4.598745304705798
2.8137388843093585 4.6436027366891475
2.6864627180649943 4.604632459252925
2.7265394106313456 4.73208455912895
2.6307663388970237 4.657471340569851
2.7896837186528156 4.625384138285156
2.8077926567537004 4.682271730916254
2.8034309266611213 4.642489756655289
2.6456365360334724 4.636312498885539
2.638873488738247 4.682714736195079
2.779193325508133 4.62308885487277
2.7593510602014297 4.615722830347022
2.6449974919626262 4.682532881006104
2.7971128647771164 4.646941887497683
2.7205648088433287 4.616291929273984
2.741758562681011 4.620878979892689
2.666932715418027 4.645106660741495
2.7008433431257717 4.701727143799797
2.719367010537299 4.700992175351367
2.735533156005526 4.632941369372081
2.6907699078557847 4.650998627980459
2.696848778517423 4.651990624748877
2.6970455525500476 4.676324169724996
2.748000807271726 4.673316207685602
2.7350333291698785 4.654114633786982
2.7414347447073317 4.666064102686932
2.72445711553037 4.677615599377198
2.7086990807999096 4.668594617730853
